TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2026,4,2,22,0,63XX BROOKS ST,Killarney,497448.0531,5452614.8476
Other Theft,2026,3,19,22,46,63XX COMMERCIAL ST,Victoria-Fraserview,495025.3857,5452638.9897
Other Theft,2026,3,29,6,22,63XX ELM ST,Kerrisdale,488014.5024,5452850.6808
Other Theft,2026,1,2,18,0,63XX FRASER ST,Sunset,493391.4351,5452727.133
Other Theft,2026,2,19,8,0,63XX MAPLE ST,Kerrisdale,488917.4568,5452860.0549
Other Theft,2026,4,6,10,56,63XX WEST BLVD,Kerrisdale,488656.7166,5452860.9667
Other Theft,2026,5,31,11,36,63XX WINDSOR ST,Sunset,493781.8451,5452723.358
Other Theft,2026,5,13,18,0,64XX BEATRICE ST,Victoria-Fraserview,495120.1469,5452531.4501
Other Theft,2026,7,26,4,0,64XX BEATRICE ST,Victoria-Fraserview,495120.5135,5452553.4239
Other Theft,2026,1,25,22,41,64XX BUTLER ST,Killarney,497529.0515,5452515.1524
Other Theft,2026,3,2,18,10,64XX FRASER ST,Sunset,493399.3334,5452585.3079
Other Theft,2026,5,24,20,45,64XX FRASER ST,Sunset,493399.4493,5452565.2693
Other Theft,2026,1,4,21,0,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.4621
Other Theft,2026,1,17,13,45,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.4621
Other Theft,2026,2,22,17,17,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.4621
Other Theft,2026,3,13,17,1,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.4621
Other Theft,2026,3,21,9,52,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.4621
Other Theft,2026,1,1,15,55,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,1,6,13,15,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,1,16,14,56,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,1,18,18,47,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,1,24,19,39,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,1,27,19,10,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,1,28,15,35,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,2,2,16,38,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,2,11,13,13,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,2,11,18,7,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,2,12,17,1,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,2,14,19,0,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,2,22,17,27,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,2,23,19,34,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,3,15,15,20,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,3,18,14,38,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,3,21,14,19,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,3,22,19,40,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,3,23,14,59,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,3,25,15,47,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,3,25,19,0,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,3,15,1,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,7,14,26,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,10,17,25,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,14,18,55,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,14,19,30,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,16,17,2,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,20,17,26,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,21,9,8,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,21,11,23,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,21,11,30,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,21,16,27,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,4,21,18,57,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,5,2,15,4,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,5,9,19,58,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,5,21,20,44,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,6,1,10,56,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,6,30,20,5,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,7,15,18,50,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,7,16,21,23,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,7,19,19,35,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,7,20,14,21,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,7,23,20,55,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,7,26,20,31,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2026,5,14,18,57,6XX GRANVILLE ST,Central Business District,491516.6268,5458980.6038
Other Theft,2026,3,23,11,44,6XX GRANVILLE ST,Central Business District,491518.7559,5458982.7543
Other Theft,2026,3,31,18,0,6XX GRANVILLE ST,Central Business District,491518.7559,5458982.7543
Other Theft,2026,1,29,13,44,6XX GRANVILLE ST,Central Business District,491520.7761,5458971.805
Other Theft,2026,1,6,17,30,6XX GRANVILLE ST,Central Business District,491522.8015,5458973.8508
Other Theft,2026,1,6,16,20,6XX GRANVILLE ST,Central Business District,491532.4734,5458983.586
Other Theft,2026,5,17,13,15,6XX GRANVILLE ST,Central Business District,491535.0184,5458986.1559
Other Theft,2026,1,21,19,45,6XX HAMILTON ST,Central Business District,491816.7487,5458703.2412
Other Theft,2026,5,19,0,0,6XX HAMILTON ST,Central Business District,491816.7487,5458703.2412
Other Theft,2026,5,24,12,0,6XX HAMILTON ST,Central Business District,491816.7487,5458703.2412
Other Theft,2026,2,10,13,0,6XX HELMCKEN ST,Central Business District,491005.4732,5458325.8931
Other Theft,2026,3,29,10,30,6XX HELMCKEN ST,Central Business District,491005.4732,5458325.8931
Other Theft,2026,5,24,16,15,6XX HELMCKEN ST,Central Business District,491005.4732,5458325.8931
Other Theft,2026,7,15,17,0,69XX ST GEORGE ST,Sunset,493145.4097,5452079.0989
Other Theft,2026,7,30,15,52,69XX VICTORIA DR,Victoria-Fraserview,495198.6115,5452019.158
Other Theft,2026,7,3,11,30,69XX VICTORIA DR,Victoria-Fraserview,495208.121,5452036.2236
Other Theft,2026,1,14,23,12,69XX VICTORIA DR,Victoria-Fraserview,495208.142,5452046.4871
Other Theft,2026,3,15,18,9,69XX VICTORIA DR,Victoria-Fraserview,495208.142,5452046.4871
Other Theft,2026,5,23,0,43,69XX VICTORIA DR,Victoria-Fraserview,495208.147,5452048.7733
Other Theft,2026,1,7,12,0,6X E 64TH AVE,Sunset,492368.7022,5451073.5821
Other Theft,2026,1,7,12,30,6X E 64TH AVE,Sunset,492368.7022,5451073.5821
Other Theft,2026,5,4,12,4,6X E 7TH AVE,Mount Pleasant,492469.3718,5456866.0411
Other Theft,2026,3,24,15,44,6X E HASTINGS ST,Central Business District,492508.103,5458749.9351
Other Theft,2026,4,4,16,33,6X E HASTINGS ST,Central Business District,492508.103,5458749.9351
Other Theft,2026,4,30,4,50,6X E HASTINGS ST,Central Business District,492509.0252,5458749.9029
Other Theft,2026,2,19,1,0,6X KEEFER PL,Central Business District,492231.0617,5458545.7156
Other Theft,2026,5,15,17,0,6X KEEFER PL,Central Business District,492231.1912,5458545.6824
Other Theft,2026,2,6,17,0,6X SMITHE ST,Central Business District,491637.659,5458137.9144
Other Theft,2026,3,26,21,40,6X SMITHE ST,Central Business District,491637.659,5458137.9144
Other Theft,2026,4,15,13,0,6X SMITHE ST,Central Business District,491699.5331,5458090.6248
Other Theft,2026,7,28,19,15,6X W 26TH AVE,Riley Park,492236.4781,5455011.0377
Other Theft,2026,6,23,11,19,6X W 2ND AVE,Mount Pleasant,492293.3407,5457399.4831
Other Theft,2026,4,26,16,27,6X W CORDOVA ST,Central Business District,492294.9936,5458890.2807
Other Theft,2026,4,15,18,8,6XX ROBSON ST,Central Business District,491303.108,5458731.4579
Other Theft,2026,4,21,13,44,6XX ROBSON ST,Central Business District,491304.9847,5458729.632
Other Theft,2026,2,25,20,51,6XX ROBSON ST,Central Business District,491324.5347,5458710.6109
Other Theft,2026,3,3,16,10,6XX ROBSON ST,Central Business District,491336.2177,5458699.244
Other Theft,2026,6,18,22,12,6XX ROBSON ST,Central Business District,491349.7973,5458686.0318
Other Theft,2026,7,15,18,45,6XX SEYMOUR ST,Central Business District,491488.5338,5458793.8747
Other Theft,2026,1,24,9,37,6XX SEYMOUR ST,Central Business District,491498.8095,5458804.2847
Other Theft,2026,3,18,20,20,6XX SEYMOUR ST,Central Business District,491510.9435,5458816.5828
Other Theft,2026,2,11,16,50,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2026,3,7,19,47,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2026,3,8,16,15,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2026,3,12,14,40,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2026,3,12,16,25,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2026,4,9,17,35,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2026,4,17,17,46,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2026,5,6,11,58,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2026,5,14,12,10,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2026,1,28,17,10,6XX SEYMOUR ST,Central Business District,491523.3861,5458829.1984
Other Theft,2026,1,31,18,8,6XX SEYMOUR ST,Central Business District,491523.3861,5458829.1984
Other Theft,2026,3,20,8,58,6XX SEYMOUR ST,Central Business District,491523.3861,5458829.1984
Other Theft,2026,3,31,14,20,6XX SEYMOUR ST,Central Business District,491523.3861,5458829.1984
Other Theft,2026,4,9,12,40,6XX SEYMOUR ST,Central Business District,491523.3861,5458829.1984
Other Theft,2026,5,8,15,15,6XX SEYMOUR ST,Central Business District,491523.3861,5458829.1984
Other Theft,2026,5,16,19,34,6XX SEYMOUR ST,Central Business District,491523.3861,5458829.1984
Other Theft,2026,6,5,16,50,6XX SEYMOUR ST,Central Business District,491523.3861,5458829.1984
Other Theft,2026,4,10,22,17,6XX SEYMOUR ST,Central Business District,491578.4269,5458898.0014
Other Theft,2026,1,1,20,53,6XX SEYMOUR ST,Central Business District,491583.6154,5458890.2439
Other Theft,2026,2,4,18,7,6XX SEYMOUR ST,Central Business District,491609.0732,5458916.0522
Other Theft,2026,2,7,16,39,6XX SEYMOUR ST,Central Business District,491609.0732,5458916.0522
Other Theft,2026,1,4,4,0,6XX SMITHE ST,Central Business District,491178.1354,5458625.0593
Other Theft,2026,1,13,15,58,6XX SMITHE ST,Central Business District,491178.1354,5458625.0593
Other Theft,2026,2,21,6,17,6XX SMITHE ST,Central Business District,491178.1354,5458625.0593
Other Theft,2026,4,26,2,30,6XX SMITHE ST,Central Business District,491178.1354,5458625.0593
Other Theft,2026,7,24,6,33,6XX SMITHE ST,Central Business District,491180.4263,5458622.626
Other Theft,2026,3,22,22,30,6XX SMITHE ST,Central Business District,491244.3481,5458554.7236
Other Theft,2026,5,15,22,0,6XX STAMPS LAND,Fairview,491399.9928,5457344.4715
Other Theft,2026,7,24,16,42,6XX UNION ST,Strathcona,493434.6178,5458302.3812
Other Theft,2026,2,6,14,1,6XX W 10TH AVE,Fairview,491437.1388,5456615.33
Other Theft,2026,3,24,11,24,6XX W 17TH AVE,South Cambie,491393.7304,5455944.1317
Other Theft,2026,3,27,15,11,6XX W 17TH AVE,South Cambie,491393.7304,5455944.1317
Other Theft,2026,1,28,7,0,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,5,15,10,30,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,5,28,18,18,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,5,30,19,25,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,5,31,13,40,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,6,1,7,5,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,6,6,16,18,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,6,7,15,42,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,6,9,14,40,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,6,10,14,56,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,6,13,12,23,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,6,14,16,45,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,6,21,17,15,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,7,3,16,0,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,7,4,12,30,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,7,6,18,47,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,7,10,18,52,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,7,10,19,51,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,7,11,1,47,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,7,11,1,48,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,7,20,16,31,6XX W 41ST AVE,Oakridge,491253.1721,5453429.8565
Other Theft,2026,2,7,9,45,6XX W 41ST AVE,Oakridge,491253.2457,5453429.852
Other Theft,2026,5,31,14,30,6XX W 41ST AVE,Oakridge,491253.2457,5453429.852
Other Theft,2026,6,30,20,0,6XX W 41ST AVE,Oakridge,491253.2457,5453429.852
Other Theft,2026,6,30,20,30,6XX W 41ST AVE,Oakridge,491253.2457,5453429.852
Other Theft,2026,7,2,13,8,6XX W 41ST AVE,Oakridge,491253.2457,5453429.852
Other Theft,2026,7,21,9,50,6XX W 41ST AVE,Oakridge,491253.2457,5453429.852
Other Theft,2026,7,27,13,15,6XX W 41ST AVE,Oakridge,491253.2457,5453429.852
Other Theft,2026,5,23,2,55,6XX W 41ST AVE,South Cambie,491394.6842,5453444.0915
Other Theft,2026,6,28,17,50,6XX W 41ST AVE,South Cambie,491409.8267,5453443.451
Other Theft,2026,6,11,0,0,6XX W 57TH AVE,Oakridge,491335.1499,5451821.9941
Other Theft,2026,5,27,11,38,6XX W 59TH AVE,Marpole,491367.1813,5451586.5993
Other Theft,2026,5,28,11,35,6XX W 59TH AVE,Marpole,491367.1813,5451586.5993
Other Theft,2026,3,5,14,34,6XX W BROADWAY AVE,Fairview,491338.5531,5456735.3055
Other Theft,2026,5,19,11,54,6XX W BROADWAY AVE,Fairview,491338.5531,5456735.3055
Other Theft,2026,5,23,11,45,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735
Other Theft,2026,6,9,16,30,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735
Other Theft,2026,7,10,17,30,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735
Other Theft,2026,7,23,16,5,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735
Other Theft,2026,6,10,12,30,75XX STANLEY PARK DR,Stanley Park,488627.398,5460985.7478
Other Theft,2026,4,2,15,34,75XX STIRLING ST,Victoria-Fraserview,495583.0769,5451425.5578
Other Theft,2026,4,17,4,9,75XX WESTBANK PL,Killarney,497900.2974,5451589.317
Other Theft,2026,1,24,17,0,76XX CAMBIE ST,Marpole,491470.7897,5451418.0265
Other Theft,2026,3,19,11,30,76XX KNIGHT ST,Victoria-Fraserview,494401.4986,5451350.6816
Other Theft,2026,3,2,4,51,76XX YUKON ST,Marpole,491588.0801,5451396.9338
Other Theft,2026,7,26,7,36,77XX GRANVILLE ST,Marpole,489779.8144,5451458.1259
Other Theft,2026,4,11,14,0,77XX MUNROE CRES,Killarney,497117.2049,5451315.2867
Other Theft,2026,2,6,0,0,78XX ARGYLE ST,Victoria-Fraserview,494749.4864,5451213.9878
Other Theft,2026,3,11,14,46,78XX CHAMPLAIN CRES,Killarney,497830.6046,5451268.6167
Other Theft,2026,3,28,19,35,78XX CHAMPLAIN CRES,Killarney,497830.6046,5451268.6167
Other Theft,2026,2,2,4,35,78XX MARCHWOOD PL,Killarney,498210.0588,5451151.9805
Other Theft,2026,1,19,4,21,79XX ANGUS DR,Kerrisdale,489183.5121,5451258.2186
Other Theft,2026,1,27,17,51,79XX GRANVILLE ST,Marpole,489772.6803,5451190.4081
Other Theft,2026,7,5,13,30,79XX KNIGHT ST,Sunset,494379.048,5451087.3
Other Theft,2026,7,25,23,6,79XX OAK ST,Marpole,490531.7532,5451207.3084
Other Theft,2026,6,8,20,16,7X E 40TH AVE,Riley Park,492415.3447,5453553.063
Other Theft,2026,1,13,8,0,7X E HASTINGS ST,Central Business District,492517.6799,5458749.6265
Other Theft,2026,4,5,8,31,6XX CITADEL PRDE,Central Business District,491991.7148,5458517.977
Other Theft,2026,1,3,20,0,6XX COMMERCIAL DR,Grandview-Woodland,494879.5914,5458459.5151
Other Theft,2026,1,14,0,0,6XX DAVIE ST,Central Business District,490840.5873,5458248.4432
Other Theft,2026,2,6,21,5,6XX DAVIE ST,Central Business District,490864.1606,5458224.9075
Other Theft,2026,3,3,9,0,6XX DUNSMUIR ST,Central Business District,491547.4218,5458974.7623
Other Theft,2026,7,19,1,30,6XX DUNSMUIR ST,Central Business District,491547.5422,5458974.6376
Other Theft,2026,6,11,4,0,6XX DUNSMUIR ST,Central Business District,491608.2422,5458926.7142
Other Theft,2026,6,1,0,0,6XX E 10TH AVE,Mount Pleasant,493441.0961,5456529.0514
Other Theft,2026,5,22,3,40,6XX E 13TH AVE,Mount Pleasant,493435.2142,5456217.9693
Other Theft,2026,7,4,16,0,6XX E 15TH AVE,Mount Pleasant,493409.5276,5456056.6049
Other Theft,2026,2,12,11,20,6XX E 15TH AVE,Mount Pleasant,493415.5354,5456055.8674
Other Theft,2026,2,11,4,44,6XX E 19TH AVE,Riley Park,493354.265,5455662.851
Other Theft,2026,1,11,9,23,6XX E 5TH AVE,Mount Pleasant,493481.4052,5457051.0219
Other Theft,2026,1,3,14,30,6XX E 60TH AVE,Sunset,493295.0575,5451430.0331
Other Theft,2026,4,17,14,41,6XX E 60TH AVE,Sunset,493315.3279,5451438.5325
Other Theft,2026,7,4,11,35,6XX E 62ND AVE,Sunset,493269.8127,5451265.2233
Other Theft,2026,2,12,0,0,6XX E 63RD AVE,Sunset,493292.2547,5451151.874
Other Theft,2026,3,9,14,0,6XX E 6TH AVE,Mount Pleasant,493382.9591,5456942.6649
Other Theft,2026,5,10,21,17,6XX W CORDOVA ST,Central Business District,491860.3153,5459179.8769
Other Theft,2026,1,19,23,0,6XX W CORDOVA ST,Central Business District,491865.2415,5459187.8455
Other Theft,2026,4,29,10,0,6XX W CORDOVA ST,Central Business District,491865.2415,5459187.8455
Other Theft,2026,4,5,16,30,6XX W CORDOVA ST,Central Business District,491866.7009,5459186.4219
Other Theft,2026,2,24,6,30,6XX W GEORGIA ST,Central Business District,491440.5285,5458826.0944
Other Theft,2026,7,3,11,0,6XX W GEORGIA ST,Central Business District,491440.5285,5458826.0944
Other Theft,2026,5,8,20,32,6XX W GEORGIA ST,Central Business District,491473.7757,5458792.7748
Other Theft,2026,7,30,14,10,6XX W HASTINGS ST,Central Business District,491785.7916,5459107.9768
Other Theft,2026,1,17,17,20,6XX W PENDER ST,Central Business District,491700.6804,5459049.5806
Other Theft,2026,2,24,6,46,6XX W PENDER ST,Central Business District,491707.7589,5459042.8264
Other Theft,2026,1,13,18,53,6XX W PENDER ST,Central Business District,491714.7772,5459036.1299
Other Theft,2026,6,9,23,57,6XX W PENDER ST,Central Business District,491715.6678,5459047.9189
Other Theft,2026,3,6,20,0,6XX W WATERFRONT RD,Central Business District,491924.5818,5459329.1766
Other Theft,2026,6,12,10,6,6XX W WATERFRONT RD,Central Business District,491924.5818,5459329.1766
Other Theft,2026,5,22,5,9,6XX WINDERMERE ST,Hastings-Sunrise,497361.435,5458451.3368
Other Theft,2026,4,16,12,30,70XX BLAKE ST,Killarney,497920.3765,5451767.8526
Other Theft,2026,1,23,9,25,70XX HEATHER ST,Oakridge,490982.8603,5452027.376
Other Theft,2026,6,2,0,0,70XX HEATHER ST,Oakridge,490982.8603,5452027.376
Other Theft,2026,6,8,9,0,70XX HEATHER ST,Oakridge,490982.8603,5452027.376
Other Theft,2026,3,2,8,0,70XX HEATHER ST,Oakridge,490982.9388,5452030.6612
Other Theft,2026,3,31,13,13,70XX HEATHER ST,Oakridge,490982.9388,5452030.6612
Other Theft,2026,7,7,11,38,70XX HEATHER ST,Oakridge,490982.9388,5452030.6612
